CHAMP;CODE;DESIGNATION;IDINTBEN;LIBELLE;REFINTENG;TYPE;VALEURACTUEL
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200005704;Donnée inexistante dans le référentiel;540739;Erreur;12200005704
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200204547;Donnée inexistante dans le référentiel;540780;Erreur;10200204547
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200353227;Donnée inexistante dans le référentiel;540743;Erreur;12200353227
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200006009;Donnée inexistante dans le référentiel;540734;Erreur;12200006009
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41500352133;Donnée inexistante dans le référentiel;540765;Erreur;41500352133
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200193892;Donnée inexistante dans le référentiel;540735;Erreur;12200193892
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200006474;Donnée inexistante dans le référentiel;540730;Erreur;12200006474
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200352081;Donnée inexistante dans le référentiel;540732;Erreur;12200352081
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200020218;Donnée inexistante dans le référentiel;540728;Erreur;12200020218
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41500007211;Donnée inexistante dans le référentiel;540778;Erreur;41500007211
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200210015;Donnée inexistante dans le référentiel;540777;Erreur;10200210015
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500196416;Donnée inexistante dans le référentiel;540774;Erreur;15500196416
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80100148284;Donnée inexistante dans le référentiel;540754;Erreur;80100148284
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200118715;Donnée inexistante dans le référentiel;540768;Erreur;10200118715
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200194840;Donnée inexistante dans le référentiel;540770;Erreur;10200194840
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200009715;Donnée inexistante dans le référentiel;540624;Erreur;10200009715
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200208709;Donnée inexistante dans le référentiel;540759;Erreur;10200208709
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000353201;Donnée inexistante dans le référentiel;540752;Erreur;42000353201
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500232434;Donnée inexistante dans le référentiel;540751;Erreur;15500232434
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355543;Donnée inexistante dans le référentiel;540722;Erreur;41900355543
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900356763;Donnée inexistante dans le référentiel;540724;Erreur;41900356763
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900205488;Donnée inexistante dans le référentiel;540721;Erreur;41900205488
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;12200017835;Donnée inexistante dans le référentiel;540745;Erreur;12200017835
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500193924;Donnée inexistante dans le référentiel;540764;Erreur;15500193924
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900208005;Donnée inexistante dans le référentiel;540727;Erreur;41900208005
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500276524;Donnée inexistante dans le référentiel;540755;Erreur;15500276524
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200210098;Donnée inexistante dans le référentiel;540731;Erreur;10200210098
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900356691;Donnée inexistante dans le référentiel;540719;Erreur;41900356691
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10300003121;Donnée inexistante dans le référentiel;540771;Erreur;10300003121
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900305190;Donnée inexistante dans le référentiel;540707;Erreur;41900305190
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900305172;Donnée inexistante dans le référentiel;540704;Erreur;41900305172
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355546;Donnée inexistante dans le référentiel;540699;Erreur;41900355546
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355613;Donnée inexistante dans le référentiel;540696;Erreur;41900355613
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42300006603;Donnée inexistante dans le référentiel;540497;Erreur;42300006603
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900205474;Donnée inexistante dans le référentiel;540691;Erreur;41900205474
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;11200007946;Donnée inexistante dans le référentiel;540748;Erreur;11200007946
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900204564;Donnée inexistante dans le référentiel;540702;Erreur;41900204564
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355537;Donnée inexistante dans le référentiel;540718;Erreur;41900355537
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200210016;Donnée inexistante dans le référentiel;540746;Erreur;10200210016
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500184945;Donnée inexistante dans le référentiel;540747;Erreur;15500184945
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;71500336959;Donnée inexistante dans le référentiel;540741;Erreur;71500336959
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;71500356290;Donnée inexistante dans le référentiel;540726;Erreur;71500356290
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200201747;Donnée inexistante dans le référentiel;540742;Erreur;10200201747
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355603;Donnée inexistante dans le référentiel;540694;Erreur;41900355603
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;95400347572;Donnée inexistante dans le référentiel;540680;Erreur;95400347572
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900212772;Donnée inexistante dans le référentiel;540701;Erreur;41900212772
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42300352593;Donnée inexistante dans le référentiel;540575;Erreur;42300352593
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300348932;Donnée inexistante dans le référentiel;540733;Erreur;32300348932
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355562;Donnée inexistante dans le référentiel;540720;Erreur;41900355562
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;11200006049;Donnée inexistante dans le référentiel;540744;Erreur;11200006049
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;95400350421;Donnée inexistante dans le référentiel;540679;Erreur;95400350421
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100025577;Donnée inexistante dans le référentiel;540715;Erreur;81100025577
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100160766;Donnée inexistante dans le référentiel;540714;Erreur;81100160766
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355553;Donnée inexistante dans le référentiel;540717;Erreur;41900355553
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100217227;Donnée inexistante dans le référentiel;540712;Erreur;81100217227
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100158364;Donnée inexistante dans le référentiel;540710;Erreur;81100158364
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355556;Donnée inexistante dans le référentiel;540716;Erreur;41900355556
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355642;Donnée inexistante dans le référentiel;540703;Erreur;41900355642
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900314496;Donnée inexistante dans le référentiel;540700;Erreur;41900314496
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200208046;Donnée inexistante dans le référentiel;540723;Erreur;10200208046
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;70200179136;Donnée inexistante dans le référentiel;540725;Erreur;70200179136
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100025583;Donnée inexistante dans le référentiel;540698;Erreur;81100025583
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900356768;Donnée inexistante dans le référentiel;540729;Erreur;41900356768
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100215586;Donnée inexistante dans le référentiel;540697;Erreur;81100215586
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100025570;Donnée inexistante dans le référentiel;540695;Erreur;81100025570
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100218479;Donnée inexistante dans le référentiel;540693;Erreur;81100218479
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100216291;Donnée inexistante dans le référentiel;540692;Erreur;81100216291
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900201863;Donnée inexistante dans le référentiel;540709;Erreur;41900201863
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900205505;Donnée inexistante dans le référentiel;540706;Erreur;41900205505
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;70100234887;Donnée inexistante dans le référentiel;540528;Erreur;70100234887
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000356702;Donnée inexistante dans le référentiel;540678;Erreur;42000356702
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355552;Donnée inexistante dans le référentiel;540713;Erreur;41900355552
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;95400347238;Donnée inexistante dans le référentiel;540677;Erreur;95400347238
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;95400347238;Donnée inexistante dans le référentiel;540676;Erreur;95400347238
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100025605;Donnée inexistante dans le référentiel;540526;Erreur;81100025605
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42400355487;Donnée inexistante dans le référentiel;540675;Erreur;42400355487
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;70900349217;Donnée inexistante dans le référentiel;540673;Erreur;70900349217
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900355589;Donnée inexistante dans le référentiel;540711;Erreur;41900355589
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000355886;Donnée inexistante dans le référentiel;540672;Erreur;42000355886
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000016788;Donnée inexistante dans le référentiel;540674;Erreur;42000016788
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000147314;Donnée inexistante dans le référentiel;540669;Erreur;42000147314
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300231720;Donnée inexistante dans le référentiel;540662;Erreur;32300231720
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300346991;Donnée inexistante dans le référentiel;540666;Erreur;32300346991
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300229563;Donnée inexistante dans le référentiel;540671;Erreur;32300229563
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300346988;Donnée inexistante dans le référentiel;540664;Erreur;32300346988
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300346996;Donnée inexistante dans le référentiel;540663;Erreur;32300346996
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;70900134446;Donnée inexistante dans le référentiel;540670;Erreur;70900134446
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10300005552;Donnée inexistante dans le référentiel;540657;Erreur;10300005552
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300347426;Donnée inexistante dans le référentiel;540660;Erreur;32300347426
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100160789;Donnée inexistante dans le référentiel;540705;Erreur;81100160789
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80300103011;Donnée inexistante dans le référentiel;540665;Erreur;80300103011
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500276524;Donnée inexistante dans le référentiel;540661;Erreur;15500276524
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;70100013402;Donnée inexistante dans le référentiel;540658;Erreur;70100013402
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;33000160930;Donnée inexistante dans le référentiel;540656;Erreur;33000160930
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300346992;Donnée inexistante dans le référentiel;540659;Erreur;32300346992
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000152776;Donnée inexistante dans le référentiel;540668;Erreur;42000152776
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200013903;Donnée inexistante dans le référentiel;540655;Erreur;10200013903
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100006189;Donnée inexistante dans le référentiel;540708;Erreur;81100006189
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10300116848;Donnée inexistante dans le référentiel;540654;Erreur;10300116848
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300344350;Donnée inexistante dans le référentiel;540649;Erreur;32300344350
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80100014603;Donnée inexistante dans le référentiel;540648;Erreur;80100014603
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;41900158728;Donnée inexistante dans le référentiel;540667;Erreur;41900158728
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;81100006190;Donnée inexistante dans le référentiel;540690;Erreur;81100006190
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300234877;Donnée inexistante dans le référentiel;540638;Erreur;32300234877
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;53400000138;Donnée inexistante dans le référentiel;540647;Erreur;53400000138
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300234863;Donnée inexistante dans le référentiel;540652;Erreur;32300234863
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300234231;Donnée inexistante dans le référentiel;540651;Erreur;32300234231
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000353975;Donnée inexistante dans le référentiel;540621;Erreur;42000353975
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000353199;Donnée inexistante dans le référentiel;540611;Erreur;42000353199
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000353198;Donnée inexistante dans le référentiel;540579;Erreur;42000353198
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80300008654;Donnée inexistante dans le référentiel;540650;Erreur;80300008654
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000348188;Donnée inexistante dans le référentiel;540628;Erreur;42000348188
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300234808;Donnée inexistante dans le référentiel;540641;Erreur;32300234808
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42400355940;Donnée inexistante dans le référentiel;540646;Erreur;42400355940
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300234837;Donnée inexistante dans le référentiel;540653;Erreur;32300234837
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300347452;Donnée inexistante dans le référentiel;540626;Erreur;32300347452
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300348917;Donnée inexistante dans le référentiel;540634;Erreur;32300348917
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;20100003048;Donnée inexistante dans le référentiel;540643;Erreur;20100003048
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42000353200;Donnée inexistante dans le référentiel;540604;Erreur;42000353200
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200159675;Donnée inexistante dans le référentiel;540627;Erreur;10200159675
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;52900178419;Donnée inexistante dans le référentiel;540640;Erreur;52900178419
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200019329;Donnée inexistante dans le référentiel;540619;Erreur;10200019329
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300237076;Donnée inexistante dans le référentiel;540632;Erreur;32300237076
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;52900066185;Donnée inexistante dans le référentiel;540633;Erreur;52900066185
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;52900353694;Donnée inexistante dans le référentiel;540630;Erreur;52900353694
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;60400009553;Donnée inexistante dans le référentiel;540629;Erreur;60400009553
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300347468;Donnée inexistante dans le référentiel;540616;Erreur;32300347468
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300348903;Donnée inexistante dans le référentiel;540645;Erreur;32300348903
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;71300094319;Donnée inexistante dans le référentiel;540639;Erreur;71300094319
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300347481;Donnée inexistante dans le référentiel;540608;Erreur;32300347481
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300347495;Donnée inexistante dans le référentiel;540600;Erreur;32300347495
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300235705;Donnée inexistante dans le référentiel;540642;Erreur;32300235705
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200016923;Donnée inexistante dans le référentiel;540615;Erreur;10200016923
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;32300348962;Donnée inexistante dans le référentiel;540607;Erreur;32300348962
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42400355565;Donnée inexistante dans le référentiel;540609;Erreur;42400355565
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;20100003048;Donnée inexistante dans le référentiel;540606;Erreur;20100003048
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42400355836;Donnée inexistante dans le référentiel;540614;Erreur;42400355836
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200187990;Donnée inexistante dans le référentiel;540602;Erreur;10200187990
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;15500018500;Donnée inexistante dans le référentiel;540601;Erreur;15500018500
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;10200013562;Donnée inexistante dans le référentiel;540636;Erreur;10200013562
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;55800148338;Donnée inexistante dans le référentiel;540613;Erreur;55800148338
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80100014860;Donnée inexistante dans le référentiel;540644;Erreur;80100014860
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;91600130802;Donnée inexistante dans le référentiel;540598;Erreur;91600130802
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;51300011208;Donnée inexistante dans le référentiel;540596;Erreur;51300011208
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80300025734;Donnée inexistante dans le référentiel;540612;Erreur;80300025734
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;20100200978;Donnée inexistante dans le référentiel;540610;Erreur;20100200978
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;80300292331;Donnée inexistante dans le référentiel;540592;Erreur;80300292331
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;42400006160;Donnée inexistante dans le référentiel;540605;Erreur;42400006160
idIntBen;SYN002;Ce champ peut prendre les valeurs du referentiel identifiant interne des personnes physiques ou morales deja declarés;20100002871;Donnée inexistante dans le référentiel;540599;Erreur;20100002871
