"actif";"code";"nom";"participant";"libelle"
"false";"026";"MUFFA ET MC2";"GN/108";"MC2 GUECKEDOU"
"false";"027";"MUFFA ET MC2";"GN/108";"MC2 FORECARIAH"
"false";"028";"MUFFA ET MC2";"GN/108";"MC2 KOUNDARA"
"false";"029";"MUFFA ET MC2";"GN/108";"MUFFA KOUROUSSA"
"false";"030";"MUFFA ET MC2";"GN/108";"MC2 KIMAMBOUROU"
"false";"031";"MUFFA ET MC2";"GN/108";"MUFFA KISSIDOUGOU"
"false";"032";"MUFFA ET MC2";"GN/108";"MUFFA COMMUNE DE N'ZEREKORE"
"false";"033";"MUFFA ET MC2";"GN/108";"MUFFA COYAH"
"false";"034";"MUFFA ET MC2";"GN/108";"MC2 FRIA"
"false";"035";"MUFFA ET MC2";"GN/108";"MC2 DE LA PRESIDENCE"
"false";"036";"MUFFA ET MC2";"GN/108";"MUFFA PITA"
"false";"037";"MUFFA ET MC2";"GN/108";"MUFFA MAMOU"
"false";"038";"MUFFA ET MC2";"GN/108";"MUFFA BOFFA"
"false";"039";"MUFFA ET MC2";"GN/108";"MC2 N'ZEREKORE"
"false";"040";"MUFFA ET MC2";"GN/108";"MUFFA DABOLA"
"false";"041";"MUFFA ET MC2";"GN/108";"MC2 SANGAREDI"
"false";"042";"MUFFA ET MC2";"GN/108";"MC2 NORASSOBA"
"false";"043";"MUFFA ET MC2";"GN/108";"MC2 DOKO"
"false";"044";"MUFFA ET MC2";"GN/108";"MUFFA SIGUIRI"
"false";"045";"MUFFA ET MC2";"GN/108";"MC2 FARANAH"
"false";"046";"MUFFA ET MC2";"GN/108";"MUFFA PREFECTURE DE KINDIA"
"false";"047";"MUFFA ET MC2";"GN/108";"MC2 SOUGUETA"
"false";"048";"MUFFA ET MC2";"GN/108";"MC2 MOLOTA"
"false";"049";"MUFFA ET MC2";"GN/108";"MC2 KINDIA"
"false";"050";"MUFFA ET MC2";"GN/108";"MC2 FOULAYAH"
"false";"051";"MUFFA ET MC2";"GN/108";"MC2 PREFECTURE DE LOLA"
"false";"052";"MUFFA ET MC2";"GN/108";"FRIPERIE MADINA"
"false";"053";"MUFFA ET MC2";"GN/108";"MUFFA COMMUNE DE BEYLA"
"false";"054";"MUFFA ET MC2";"GN/108";"MUFFA LOLA"
"false";"055";"MUFFA ET MC2";"GN/108";"MC2 MALI"
"false";"056";"MUFFA ET MC2";"GN/108";"MUFFA AVARIA"
"false";"057";"MUFFA ET MC2";"GN/108";"MC2 MAMOU"
"false";"058";"MUFFA ET MC2";"GN/108";"MC2 BANGOUYA"
"false";"059";"MUFFA ET MC2";"GN/108";"MC2 GOUECKE"
"false";"060";"MUFFA ET MC2";"GN/108";"MC2 DIOMPILO"
"false";"061";"MUFFA ET MC2";"GN/108";"MC2 BOKE"
"false";"062";"MUFFA ET MC2";"GN/108";"MC2 ETOILE DE GUINEE"
"false";"063";"MUFFA ET MC2";"GN/108";"MC2 TOUBA"
"false";"064";"MUFFA ET MC2";"GN/108";"MC2 KEROUANE"
"false";"065";"MUFFA ET MC2";"GN/108";"MC2 AGM MATOTO"
"false";"066";"MUFFA ET MC2";"GN/108";"MC2 TELEMELE"
"false";"067";"MUFFA ET MC2";"GN/108";"MC2 SINKO"
"false";"068";"MUFFA ET MC2";"GN/108";"MC2 MANDIANA"
"false";"069";"MUFFA ET MC2";"GN/108";"MC2 N'ZO"
"false";"070";"MUFFA ET MC2";"GN/108";"MC2 YENDE MILLIMOU"
"false";"071";"MUFFA ET MC2";"GN/108";"MUFFA BAMBETO"
"false";"072";"MUFFA ET MC2";"GN/108";"MC2 DARES SALAM"
"false";"073";"MUFFA ET MC2";"GN/108";"MC2 DIALAKORO"
"false";"074";"MUFFA ET MC2";"GN/108";"MC2 KASSE MATAM"
"false";"075";"MUFFA ET MC2";"GN/108";"MC2 DE PELA"
"false";"076";"MUFFA ET MC2";"GN/108";"MC2 ENTAG"
"false";"078";"MUFFA ET MC2";"GN/108";"MC2 BOLA ASSOCIATION"
"false";"079";"MUFFA ET MC2";"GN/108";"MC2 DIECKE"
"false";"080";"MUFFA ET MC2";"GN/108";"MC2 LANSANAYAH BARRAGE"
"false";"081";"MUFFA ET MC2";"GN/108";"MC2 KOUKOUDE"
"false";"082";"MUFFA ET MC2";"GN/108";"MC2 KOUMBIA"
"false";"083";"MUFFA ET MC2";"GN/108";"MC2 LAMBANYI"
"false";"084";"MUFFA ET MC2";"GN/108";"MUFFA DES MAREUYEUSES DE GUINEE"
"false";"085";"MUFFA ET MC2";"GN/108";"MC2 CONAKRY LANYI"
"false";"086";"MUFFA ET MC2";"GN/108";"MUFFA COMMUNE DE BOKE"
"false";"087";"MUFFA ET MC2";"GN/108";"MC2 KOBA"
"false";"088";"MUFFA ET MC2";"GN/108";"MC2 SIGUIRINI"
"false";"089";"MUFFA ET MC2";"GN/108";"MC2 KISSIDOUGOU"
"false";"090";"MUFFA ET MC2";"GN/108";"MC2 RATOMA"
"false";"091";"MUFFA ET MC2";"GN/108";"MC2 DOUAKO"
"false";"093";"MUFFA ET MC2";"GN/108";"MUFFA DE TELEMELE"
"false";"094";"MUFFA ET MC2";"GN/108";"MC2 KARAKORO"
"false";"095";"MUFFA ET MC2";"GN/108";"MC2 SAKODOU KOUNDJAN"
"false";"001";"JATROPHA - SA";"GN/109";"Taouyah"
"false";"002";"JATROPHA - SA";"GN/109";"Gamal"
"false";"003";"JATROPHA - SA";"GN/109";"Sonfonia"
"false";"004";"JATROPHA - SA";"GN/109";"Nongo (KOFI)"
"false";"005";"JATROPHA - SA";"GN/109";"Petit Simbaya"
"false";"006";"JATROPHA - SA";"GN/109";"Kindia"
"false";"007";"JATROPHA - SA";"GN/109";"Boké"
"false";"008";"JATROPHA - SA";"GN/109";"Labé"
"false";"009";"JATROPHA - SA";"GN/109";"Mamou"
"false";"010";"JATROPHA - SA";"GN/109";"Kankan"
"false";"011";"JATROPHA - SA";"GN/109";"N'zérékoré"
"false";"001";"COFINA";"GN/110";"Kipé"
"false";"002";"COFINA";"GN/110";"Carrefour Constantin"
"false";"003";"COFINA";"GN/110";"Condebounyi"
"false";"004";"COFINA";"GN/110";"Almamya"
"false";"001";"GECAFI";"GN/111";"Kaloum"
"false";"001";"CRÉDIT NAFA GUINÉE";"GN/112";"Enco 5"
"false";"002";"CRÉDIT NAFA GUINÉE";"GN/112";"Constantin"
"false";"003";"CRÉDIT NAFA GUINÉE";"GN/112";"N'zérékoré"
"false";"004";"CRÉDIT NAFA GUINÉE";"GN/112";"Labé"
"false";"001";"OMIG";"GN/113";"Donka"
"false";"001";"FASEF";"GN/115";"Boké CU"
"false";"002";"FASEF";"GN/115";"Kolaboui"
"false";"003";"FASEF";"GN/115";"Boffa CU Torodoya"
"false";"004";"FASEF";"GN/115";"Colia"
"false";"005";"FASEF";"GN/115";"Koba"
"false";"006";"FASEF";"GN/115";"Tougnifily"
"false";"007";"FASEF";"GN/115";"Wondetty"
"false";"008";"FASEF";"GN/115";"Fria CU"
"false";"009";"FASEF";"GN/115";"Baguinet"
"false";"010";"FASEF";"GN/115";"Dubréka CU"
"false";"011";"FASEF";"GN/115";"Ouassou"
"false";"012";"FASEF";"GN/115";"Tanènè"
"false";"013";"FASEF";"GN/115";"Dembayah"
"false";"014";"FASEF";"GN/115";"Kindia CU"
"false";"015";"FASEF";"GN/115";"Foulayah"
"false";"016";"FASEF";"GN/115";"Madina Oulla"
"false";"017";"FASEF";"GN/115";"Kondoyah"
"false";"018";"FASEF";"GN/115";"Moussaya"
"false";"019";"FASEF";"GN/115";"Télimélé CU"
"false";"020";"FASEF";"GN/115";"Kollet"
"false";"021";"FASEF";"GN/115";"Gougoudjé"
"false";"022";"FASEF";"GN/115";"Sinta"
"false";"023";"FASEF";"GN/115";"Ley-legguel"
"false";"024";"FASEF";"GN/115";"Dogomet"
"false";"025";"FASEF";"GN/115";"Konindou"
"false";"001";"AMIFA SA";"GN/118";"Kissosso"
"false";"002";"AMIFA SA";"GN/118";"Constantin"
"false";"003";"AMIFA SA";"GN/118";"Lambangni"
"false";"004";"AMIFA SA";"GN/118";"Kindia"
"false";"005";"AMIFA SA";"GN/118";"Taouyah"
"false";"006";"AMIFA SA";"GN/118";"Kagbelen"
"false";"007";"AMIFA SA";"GN/118";"Mamou"
"false";"008";"AMIFA SA";"GN/118";"Yimbaya"
"false";"009";"AMIFA SA";"GN/118";"Kaloum"
"false";"010";"AMIFA SA";"GN/118";"Kamsar"
"false";"011";"AMIFA SA";"GN/118";"Labé"
"false";"012";"AMIFA SA";"GN/118";"Siguiri"
"false";"013";"AMIFA SA";"GN/118";"Kankan"
"false";"014";"AMIFA SA";"GN/118";"Sankoumbaya"
"false";"015";"AMIFA SA";"GN/118";"Kissidougou"
"false";"001";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Kaloum"
"false";"002";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Matoto"
"false";"003";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Enta"
"false";"004";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Taouyah"
"false";"005";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Kagbelen"
"false";"006";"CRÉDIT KASH GUINÉE CONAKRY";"GN/119";"Madina Marché"
"false";"001";"TAB FINANCE";"GN/121";"Enco 5"
"false";"001";"WAKILI SA";"GN/122";"Taouyah"
"false";"002";"WAKILI SA";"GN/122";"Matoto"
"false";"003";"WAKILI SA";"GN/122";"Sonfonia"
"false";"004";"WAKILI SA";"GN/122";"Boffa"
"false";"005";"WAKILI SA";"GN/122";"Koba"
"false";"006";"WAKILI SA";"GN/122";"Maférinyah"
"false";"007";"WAKILI SA";"GN/122";"Forécariah"
"false";"008";"WAKILI SA";"GN/122";"Koulé"
"false";"009";"WAKILI SA";"GN/122";"Gouecké"
"false";"001";"GROUPE AKIBA FINANCE SA";"GN/123";"Kipé"
"false";"002";"GROUPE AKIBA FINANCE SA";"GN/123";"Madina"
"false";"001";"LANALA FINANCE";"GN/131";"Kaloum"
"false";"002";"LANALA FINANCE";"GN/131";"Enta"
"false";"003";"LANALA FINANCE";"GN/131";"Kindia"
"false";"004";"LANALA FINANCE";"GN/131";"N'zérékoré"
"false";"005";"LANALA FINANCE";"GN/131";"Matam"
"false";"006";"LANALA FINANCE";"GN/131";"Lambanyi"
"false";"007";"LANALA FINANCE";"GN/131";"Kagbelen"
"false";"008";"LANALA FINANCE";"GN/131";"Mamou"
"false";"009";"LANALA FINANCE";"GN/131";"Kankan"
"false";"010";"LANALA FINANCE";"GN/131";"Siguiri"
